text;news_link;topic;outlet;label_bias;label_opinion;biased_words
Leading Democrats want the Department of Health and Human Services to justify its plans to change or toss a health-care discrimination ban.;http://www.nbcnews.com/news/us-news/democrats-demand-hhs-answers-plans-overturn-non-discrimination-rule-n757571?cid=public-rss_20170510;abortion;MSNBC;;;
President Donald Trump on Tuesday nominated Neil Gorsuch for a lifetime job on the U.S. Supreme Court.;http://www.reuters.com/article/us-usa-court-trump-idUSKBN15F1OW;abortion;Reuters;;;
President Donald Trump on Thursday signed a resolution that will allow U.S. states to restrict how federal funds for contraception and reproductive health.;http://www.reuters.com/article/us-usa-trump-abortion-idUSKBN17F2IH;abortion;Reuters;;;
Dogged by accusations of sexual misconduct toward teenagers, Republican U.S. Senate candidate Roy Moore cast himself as a staunch ally of President Donald Trump.;http://feeds.reuters.com/~r/Reuters/PoliticsNews/~3/GuIre0C5MO8/republican-moore-embraces-trump-message-on-eve-of-alabama-election-idUSKBN1E512F;abortion;Reuters;;;
Federal appeals court judge to restore the court’s conservative majority and help shape rulings on divisive issues such as abortion, gun control, the death penalty and religious rights.;http://feeds.reuters.com/~r/reuters/USVideoLatest/~3/1jbgdGXzcxw/trump-picks-conservative-judge-gorsuch-f;abortion;Reuters;;;
Goodbaum, now an attorney in Connecticut, recalled fondly their conversation on the week of the wedding.;http://www.reuters.com/article/us-usa-court-gorsuch-social-idUSKBN15H2ZK?feedType=RSS&feedName=topNews;abortion;Reuters;;;
Democrats thought it was hard to stop President Donald Trump’s first U.S. Supreme Court nominee, it promises to be even tougher for them if he gets to fill another vacancy.;https://www.reuters.com/article/us-usa-court-kennedy-idUSKBN17D2UH;abortion;Reuters;;;
Donald Trump to overhaul the US healthcare system, fellow Republicans in Congress scrambled to secure enough votes to avoid a loss that could hobble his presidency.;http://feeds.reuters.com/~r/Reuters/domesticNews/~3/Xhqz915LroM/us-usa-obamacare-idUSKBN16V149;abortion;Reuters;;;
H.R.7 bans private insurance companies from offering abortion coverage to American consumers through the Affordable Care Act marketplace.;http://www.nbcnews.com/politics/politics-news/house-passes-new-ban-abortion-insurance-coverage-n712081?cid=public-rss_20170125;abortion;MSNBC;;;
Nineteen U.S. states have introduced bills that would curb freedom of expression and the right to protest since Donald Trump’s election as president, an “alarming and undemocratic” trend.;http://www.reuters.com/article/us-usa-rights-un/u-n-experts-see-alarming-u-s-trend-against-free-speech-protest-idUSKBN1712SG;abortion;Reuters;;;
New York Governor Andrew Cuomo has called for a change to the state’s constitution to enshrine abortion rights.;http://feeds.reuters.com/~r/Reuters/domesticNews/~3/4YeILE3maWI/us-new-york-abortion-idUSKBN15E2OI;abortion;Reuters;;;
 Leonard Leo, a conservative lawyer advising Trump, said the president “has definitely narrowed his focus” and is “looking very seriously” at a short list of candidates.;https://www.reuters.com/article/us-usa-court-nominee-idUSKBN158288?utm_campaign=trueAnthem:+Trending+Content&utm_content=5887ba7704d301118e071fc0&utm_medium=trueAnthem&utm_source=twitter;abortion;Reuters;;;
The Senate Judiciary Committee’s top Democrat voiced frustration on Wednesday at U.S. Supreme Court selection Neil Gorsuch’s elusive answers to questions on major legal issues.;http://feeds.reuters.com/~r/reuters/topNews/~3/rtIPAb5NoJQ/us-usa-court-gorsuch-idUSKBN16T12G;abortion;Reuters;;;
Chile’s left-leaning governing coalition is in disarray ahead of November’s presidential and congressional elections.;http://feeds.reuters.com/~r/Reuters/worldNews/~3/cfdz6zIbryE/us-chile-politics-left-idUSKBN16T27J;abortion;Reuters;;;
The Christian Democrats “agree on the idea of a center-left bloc, but not at any price.”;http://feeds.reuters.com/~r/Reuters/worldNews/~3/0RfJ4w1Sc3g/us-chile-politics-idUSKBN17W028;abortion;Reuters;;;
Republicans argued that changing the rules to push through the nomination was their only option, accusing Democrats of razing Senate norms with the first-ever successful partisan filibuster of a Supreme Court nominee.;http://www.reuters.com/article/us-usa-court-nuclear-idUSKBN17814D?feedType=RSS&feedName=topNews;abortion;Reuters;;;
The Republican-led Senate on Friday gave Donald Trump the biggest triumph of his young presidency, confirming his Supreme Court nominee over stout Democratic opposition and restoring a conservative majority on the highest U.S. judicial body.;http://www.reuters.com/article/us-usa-court-gorsuch-idUSKBN1791GR?feedType=RSS&feedName=topNews;abortion;Reuters;;;
“Trump is not going to be able to make any significant dents into the Democrats’ control of those three (appellate) circuits,” said Arthur Hellman.;http://www.reuters.com/article/us-usa-trump-judges-analysis-idUSKBN19Z0ZO?utm_campaign=trueAnthem:+Trending+Content&utm_content=5968e4a804d30133b591f695&utm_medium=trueAnthem&utm_source=twitter;abortion;Reuters;;;
 Unparalleled integrity and record of independence makes him the perfect choice to serve on the nation’s highest court,” Trump said in a statement.;http://www.reuters.com/article/us-usa-court-gorsuch-idUSKBN1791GR;abortion;Reuters;;;
The court most recently backed abortion rights in 2016 when it struck down a Texas law that imposed strict regulations on clinics that provided abortions.;http://feeds.reuters.com/~r/reuters/healthNews/~3/1-S5t5AATqM/u-s-top-court-to-hear-fight-over-california-pregnancy-center-law-idUSKBN1DD1SE;abortion;Reuters;;;
Alex Seitz-Wald notes that the DNC’s unity tour is hitting some sleep bumps over a candidate’s record on abortion.;http://www.nbcnews.com/politics/first-read/first-read-s-morning-clips-what-happens-mar-lago-n749261?cid=public-rss_20170421;abortion;MSNBC;;;
The Delaware state Senate on Tuesday passed a bill that would keep abortion legal in the state.;http://feeds.reuters.com/~r/Reuters/domesticNews/~3/RjWApML-lQs/us-usa-abortion-delaware-idUSKBN1852MB;abortion;Reuters;;;
He looks to quickly put his stamp on the court by restoring its conservative majority, even as Democrats geared up for a Senate confirmation fight.;http://feeds.reuters.com/~r/Reuters/PoliticsNews/~3/c8jMAwNRvcI/us-usa-court-trump-idUSKBN15F1OW;abortion;Reuters;;;
U.S. House Republicans on Friday won passage of a measure starting the process of dismantling Obamacare.;http://feeds.reuters.com/~r/reuters/topNews/~3/n2bTEWl5Vxs/us-usa-obamacare-idUSKBN14X1SK;abortion;Reuters;;;
Supreme Court pick Neil Gorsuch was sworn in, poised to make an instant impact on a court once again dominated by conservatives.;https://www.reuters.com/article/us-usa-court-gorsuch-idUSKBN17C10J;abortion;Reuters;;;
The Trump administration is planning to submit a budget proposing steep cuts in spending on the U.S. State Department and foreign aid. Several Republican members of Congress have expressed reservations about that plan.;http://feeds.reuters.com/~r/Reuters/PoliticsNews/~3/Z9CQ6LMxQAw/us-usa-trump-order-abortion-idUSKBN16D24X;abortion;Reuters;;;
Democratic Senator Richard Blumenthal underscored the importance of judicial independence at a time when Trump has excoriated federal judges.;http://www.reuters.com/article/us-usa-congress-gorsuch-idUSKBN16Q0BP?il=0;abortion;Reuters;;;
The measure, which passed the House 62-55 and now moves to the state Senate, also aims to keep abortions legal.;http://feeds.reuters.com/~r/Reuters/domesticNews/~3/wI2lXfS6NaU/us-illinois-abortion-idUSKBN17R2VJ;abortion;Reuters;;;
The Trump administration is expanding their policy banning U.S. foreign aid to groups performing or promoting abortion overseas.;http://www.nbcnews.com/news/us-news/trump-administration-expands-anti-abortion-foreign-aid-policy-n759841?cid=public-rss_20170516;abortion;MSNBC;;;
The global gag rule, which affects U.S. non-governmental organizations working abroad, is one that incoming presidents have used to signal their positions on abortion rights.;http://af.reuters.com/article/topNews/idAFKBN15O0MI;abortion;Reuters;;;
President Donald Trump sought to boost Republican U.S. Senate candidate Roy Moore .;http://feeds.reuters.com/~r/reuters/topNews/~3/ZhgGUbB2-kI/trump-records-robo-call-for-moore-ahead-of-alabama-vote-idUSKBN1E512F;abortion;Reuters;;;
The trust had been scheduled to receive a total of $2 million from USAID from 2017 to 2021, around 56% of its budget. It now expects to lose all its US funding.;http://feeds.reuters.com/~r/reuters/healthNews/~3/y-T9M9I12Cw/us-usa-abortion-africa-idUSKBN18J1Y8;abortion;Reuters;;;
The bill, which received final passage in a 33-22 state Senate vote on Wednesday, also aims to keep abortions legal in Illinois.;http://feeds.reuters.com/~r/Reuters/domesticNews/~3/7X1PmxodGZ0/us-illinois-abortion-idUSKBN1872WS;abortion;Reuters;;;
The United States on Thursday rejected a United Nations resolution on violence against women because it called for access to safe abortion for all women in countries where legal.;http://www.reuters.com/article/us-un-women-usa-idUSKBN19D1T1;abortion;Reuters;;;
Two U.S. states drew closer on Wednesday to legislating tougher restrictions on abortion.;http://feeds.reuters.com/~r/Reuters/domesticNews/~3/lzWNc3A2ne8/us-tennessee-abortion-idUSKBN17Z2RD;abortion;Reuters;;;
Anti-abortion groups praised the decision, saying it merely represented a realignment of funding.;http://www.reuters.com/article/us-usa-trump-abortion-idUSKCN18B2K9?feedType=RSS&feedName=topNews;abortion;Reuters;;;
Supreme Court nominee Neil Gorsuch said on Wednesday presidents must obey court orders.;http://www.reuters.com/article/us-usa-court-gorsuch-idUSKBN16T12G;abortion;Reuters;;;
The sanctions imposed penalties such as stripping him of his office space, removing him from committee positions and canceling his reserved parking space.;http://feeds.reuters.com/~r/Reuters/PoliticsNews/~3/XLnlBdmk8xU/us-oklahoma-senator-idUSKBN16N287;abortion;Reuters;;;
Humble but controversial, politically inexperienced yet deeply popular, retired neurosurgeon Ben Carson is a campaign contradiction.;http://www.msn.com/en-us/news/politics/ben-carson-2016-unlikely-us-frontrunner-in-uncommon-era/ar-BBmPmnb?ocid=st;abortion;MSNBC;;;
The Philippines vigorously defended its human rights record on Friday, accusing the West of bias, hypocrisy and interference.;http://feeds.reuters.com/~r/Reuters/worldNews/~3/TEDSaDX9Z2A/furious-philippines-decries-wests-joint-stand-on-drug-war-killings-idUSKCN1C40Y0;abortion;Reuters;;;
“If you are a politician in Alabama, you are against abortion, you are against homosexual marriage, you are a practicing Evangelical Christian, you always run on family values,” said historian Wayne Flynt.;http://www.nbcnews.com/news/us-news/blame-voters-political-corruption-alabama-experts-say-n745321?cid=public-rss_20170412;abortion;MSNBC;;;
A Tennessee woman initially accused of attempted murder for unsuccessfully using a coat hanger to try to abort a 24-week-old fetus.;http://feeds.reuters.com/~r/Reuters/domesticNews/~3/JBtsPiLmUEY/us-tennessee-abortion-crime-idUSKBN14V09P;abortion;Reuters;;;
Woman can safely take abortions pills at home, with a little online guidance, a new study finds.;http://www.nbcnews.com/health/health-news/women-safely-take-abortion-pills-home-online-consult-n760576?cid=public-rss_20170517;abortion;MSNBC;;;
Neil Gorsuch, President Trump's U.S. Supreme Court pick, said Tuesday he would not hesitate to rule against the president.;http://feeds.reuters.com/~r/Reuters/domesticNews/~3/8sGGykbSLPQ/us-usa-court-gorsuch-idUSKBN16S10L;abortion;Reuters;;;
Republican candidate Ed Gillespie says he’d like to see abortion “banned.”;http://www.nbcnews.com/politics/first-read/first-read-s-morning-clips-meeting-xi-n743266?cid=public-rss_20170406;abortion;MSNBC;;;
Many LGBTQ patients rely on Planned Parenthood for their their unique health care needs, but the nonprofit's federal funding is currently on uncertain ground.;http://www.nbcnews.com/feature/nbc-out/cuts-planned-parenthood-scary-prospect-some-lgbtq-patients-n785291?cid=public-rss_20170721;abortion;MSNBC;;;
Kansas Gov. Sam Brownback, President Trump's pick for Ambassador-at-Large for International Religious Freedom, has long been a vocal opponent of LGBTQ rights.;http://www.nbcnews.com/feature/nbc-out/trump-taps-lgbtq-rights-opponent-sam-brownback-religious-freedom-ambassador-n788101?cid=public-rss_20170731;abortion;MSNBC;;;
The West Virginia Supreme Court's ruling is just the latest to raise questions over whether homophobia should be considered sex discrimination.;http://www.nbcnews.com/feature/nbc-out/court-rules-lgbtq-people-not-covered-west-virginia-hate-crime-n757941?cid=public-rss_20170511;abortion;MSNBC;;;
Kansas governor to scrap an order that barred discrimination based on sexual orientation or gender identity.;http://www.nbcnews.com/feature/nbc-out/trump-nominee-defends-move-void-gay-worker-protections-n807961?cid=public-rss_20171005;abortion;MSNBC;;;
Brigitte Amiri, attorney for a girl who fought the Office of Refugee Resettlement to exercise her right to an abortion, and won.;http://www.msnbc.com/rachel-maddow/watch/refugee-office-pressing-anti-abortion-agenda-on-minors-in-custody-1082502211687;abortion;MSNBC;;;
Oklahoma politicians from both major parties called on Shortey to resign, including Republican Governor Mary Fallin.;https://www.reuters.com/article/us-oklahoma-senator-idUSKBN16N287;abortion;Reuters;;;
Ireland plans to hold a referendum next May or June on whether it should loosen some of the strictest abortion laws in the world.;https://www.reuters.com/article/us-ireland-abortion/ireland-set-to-vote-on-loosening-abortion-laws-in-may-or-june-idUSKCN1C12HO;abortion;Reuters;;;
 Gorsuch said Trump never asked him to overturn the 1973 Supreme Court ruling legalizing abortion nationwide, saying if the Republican president had done so, “I would have walked out the door.”;https://www.reuters.com/article/us-usa-court-gorsuch-idUSKBN16S10L?feedType=RSS&feedName=topNews&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+reuters%2FtopNews+%28News+%2F+US+%2F+Top+News%29;abortion;Reuters;;;
"He had given Donald Trump nearly three weeks to walk back his incendiary tweets accusing President Obama of ""wire tapping"" Trump Tower during the campaign.";http://www.msn.com/en-us/news/politics/can-president-trump-handle-the-truth/ar-BByDM7z?ocid=st;abortion;MSNBC;;;
“Every step of the way, the Trump administration has shown their true colors in this case. It’s clear that their anti-woman, anti-abortion, anti-immigration agenda is unchecked by basic decency or even the bounds of the law,”;http://feeds.reuters.com/~r/Reuters/domesticNews/~3/80ljJ3aUCXs/u-s-court-paves-way-for-illegal-immigrant-teen-to-have-abortion-idUSKBN1CT2RP;abortion;Reuters;;;
“Life and the Constitution are sacred. We lost some of both today,” Paxton said.;http://feeds.reuters.com/~r/Reuters/domesticNews/~3/GdjWWSt-_No/immigrant-teenager-at-center-of-u-s-legal-fight-has-abortion-idUSKBN1CU297;abortion;Reuters;;;
Andrew Scheer, a social conservative who now heads Canada's main opposition party, faces a formidable rival.;http://feeds.reuters.com/~r/Reuters/worldNews/~3/QwyhVkrMLnQ/us-canada-politics-conservatives-scheer-idUSKBN18O0KB;abortion;Reuters;;;
 Lawyers for a pregnant immigrant teenager, who successfully fought a legal battle to have an abortion, misled the Justice.;http://feeds.reuters.com/~r/Reuters/domesticNews/~3/xfZ2jPiKb_g/justice-department-says-it-was-misled-by-pregnant-immigrant-teens-lawyers-idUSKBN1D31JC;abortion;Reuters;;;
 “Senator Bob Corker, the Republican chairman of the Senate Foreign Relations Committee, charged in an interview on Sunday that President Trump was treating his office like “a reality show,” with reckless threats toward other countries that could set the nation “on the path to World War III.”;http://www.nbcnews.com/politics/first-read/first-read-s-morning-clips-escalating-fight-over-immigration-n808921?cid=public-rss_20171009;abortion;MSNBC;;;
"“President Donald Trump's sweeping new immigration-control plan has landed with a soft thud on Capitol Hill, where it threatens to divide Republicans.""";http://www.nbcnews.com/politics/first-read/first-read-s-morning-clips-doug-jones-airs-first-tv-n809351?cid=public-rss_20171010;abortion;MSNBC;;;
"“President Donald Trump’s closest allies are planning a slate of primary challenges against Republican senators, potentially undermining the party’s prospects in 2018 and further inflaming tensions between GOP leaders and the White House.""";http://www.nbcnews.com/politics/first-read/first-read-s-morning-clips-remembering-9-11-n800246?cid=public-rss_20170911;abortion;MSNBC;;;
Republicans failed on Thursday to end a Democratic bid to block a U.S. Senate confirmation vote on President Donald Trump's Supreme Court nomination. ;http://feeds.reuters.com/~r/Reuters/PoliticsNews/~3/_QZ877SaerA/us-usa-court-gorsuch-idUSKBN17814Y;abortion;Reuters;;;
Abortion foes are targeting Bill Nelson;http://www.nbcnews.com/politics/first-read/first-read-s-morning-clips-cities-battle-states-over-immigration-n790186?cid=public-rss_20170807;abortion;MSNBC;;;
Guests don’t talk politics or debate their varying stances on issues like immigration, healthcare and abortion.;http://www.nbcnews.com/news/nbcblk/bridging-difference-over-dinner-first-100-days-n719886?cid=public-rss_20170219;abortion;MSNBC;;;
Trump signs a resolution that will allow U.S. states to restrict how federal funds for contraception and reproductive health are spent, a move cheered by anti-abortion campaigners.;https://www.reuters.com/article/us-usa-trump-highlights/highlights-the-trump-presidency-on-april-13-at-930-p-m-edt-0130-gmt-on-friday-idUSKBN17F2DV;abortion;Reuters;;;
A U.S. District Court judge ruled on Monday that President Donald Trump’s administration must allow access to abortion for two pregnant teenagers who are in the country illegally.;https://www.reuters.com/article/us-usa-immigration-abortion/court-orders-trump-administration-to-give-immigrant-teens-abortion-access-idUSKBN1ED08B?feedType=RSS&feedName=healthNews;abortion;Reuters;;;
His challenge then would be to gather enough Democratic votes to avoid a prolonged floor fight with the potential, if it gets rocky, of changing how the Senate works.;http://feeds.reuters.com/~r/Reuters/PoliticsNews/~3/3vjTwbTi4UA/us-usa-court-gorsuch-idUSKBN16S10L;abortion;Reuters;;;
The push for stricter laws comes as opponents of Trump have vowed to take to the streets to demonstrate against his policies on issues ranging from immigration to abortion and climate change. ;http://feeds.reuters.com/~r/Reuters/domesticNews/~3/Nc4cjAF7wLY/us-usa-protests-lawmaking-idUSKBN15B212;abortion;Reuters;;;
While the leaders promised more to come, there was nothing Monday on racial justice, immigration, LGBT rights, abortion or guns.;http://www.nbcnews.com/storyline/democrats-vs-trump/can-democrats-win-building-better-trump-n786151?cid=public-rss_20170724;abortion;MSNBC;;;
Andrew Scheer, a social conservative who unexpectedly won the race to head Canada’s main opposition party, is a popular legislator.;http://www.reuters.com/article/us-canada-politics-conservatives-scheer-idUSKBN18O0KB?feedType=RSS&feedName=topNews;abortion;Reuters;;;
Anti-abortion protesters hope to compete with last weekend’s Women’s March.;http://www.nbcnews.com/politics/first-read/first-read-s-morning-clips-how-trump-s-immigration-actions-n712421?cid=public-rss_20170126;abortion;MSNBC;;;
 Illegal immigration brings in a lot more drug trade into the United States.;http://amwfl.solxluna.com/news/thesis-statement-for-social-networking-research-paper/;abortion;Reuters;;;
Gorsuch, who is white, adds little diversity to the court compared with the justices appointed by Democratic President Barack Obama.;http://feeds.reuters.com/~r/Reuters/PoliticsNews/~3/KeOen59zR60/us-usa-court-trump-gorsuch-newsmaker-idUSKBN15G381;abortion;Reuters;;;
Trump is poised to sign an executive order on Friday to temporarily halt refugees from some Muslim-majority nations from entering the United States.;http://feeds.reuters.com/~r/news/usmarkets/~3/qhOyoPMwWGQ/usa-trump-idUSL1N1FH0K5;abortion;Reuters;;;
Senators are considering big changes to health care, but it’s not clear what they’ll be voting on and the process is confusing. ;http://www.nbcnews.com/politics/congress/what-s-next-health-care-vote-rama-end-game-n786776?cid=public-rss_20170726;abortion;MSNBC;;;
“One of Gov. Bruce Rauner’s new communications aide has argued that abortion is being used “to rid the world of disabled and other ‘unwanted’ persons”;http://www.nbcnews.com/politics/first-read/first-read-s-morning-clips-donald-trump-v-jeff-sessions-n784736?cid=public-rss_20170720;abortion;MSNBC;;;
 Seema Verma said Thursday the agency is considering setting new payment methods aimed at curbing costs for Medicare and Medicaid coverage of breakthrough medical treatments with very high prices.;http://feeds.reuters.com/~r/Reuters/domesticNews/~3/h4WWVGk_gmQ/exclusive-u-s-health-regulator-verma-eyes-new-methods-for-drug-pricing-idUSKBN1DU31R;abortion;Reuters;;;
"where she was put on the spot when she claimed that gutting the Office of Congressional Ethics was ""draining the swap.""";http://feeds.feedblitz.com/~/253692458/0/alternet_all;student-dept;Alternet;;;
Ecuador became an even more difficult place to be a defender of indigenous rights and the environment. ;http://feeds.feedblitz.com/~/253581822/0/alternet_all;student-dept;Alternet;;;
In truth, cannabis – when properly used – helps college students overcome stress, fear, anxiety, and improves their academic performance when used correctly.;http://feeds.feedblitz.com/~/253759416/0/alternet_all;student-dept;Alternet;;;
In an interesting, if unsavory, development, the Times of India reported on Dec. 26 that it is Hindu religious heads who epitomize the fountainhead of India’s nationhood, a claim that is tinged with Hindu supremacy.;http://feeds.feedblitz.com/~/255372946/0/alternet;student-dept;Alternet;;;
superintendent from the school district claimed that the teacher addressed the student about her sweatshirt after it made several of her classmates upset.;http://feedproxy.google.com/~r/breitbart/~3/4Gkxf9OWY-I/;student-dept;Breitbart;;;
Despite many cities hosting the Olympics facing bankruptcy in the aftermath, a new study by Beacon Economics LLC and UC Riverside predicts that the Los Angeles area would see an $9.5 billion economic boost ;http://feedproxy.google.com/~r/breitbart/~3/Rfz_ffWazS4/;student-dept;Breitbart;;;
“Our mission statement recognizes that we do not just cater to female-identified students, but also cater to students of all gender identities,” ;http://feedproxy.google.com/~r/breitbart/~3/yUCcqaxDITM/;student-dept;Breitbart;;;
The response drew lots of attention and backlash over social media as thousands of people liked and retweeted the post.;http://feedproxy.google.com/~r/breitbart/~3/ASaNOgzt3sk/;student-dept;Breitbart;;;
President Trump may also change U.S. policies on trade, although precisely what he will do is less clear-and the shift may be more rhetorical than real.;http://feeds.feedblitz.com/~/259660608/0/alternet_all;student-dept;Alternet;;;
Mr. Trump signaled that he plans to follow through on promises to take a more aggressive stance against foreign competitors as part of his “America First” approach.;http://feeds.feedblitz.com/~/263015366/0/alternet_all;student-dept;Alternet;;;
But the order signed this afternoon by Trump is actually more severe, increasing the ban to 90 days. ;http://feeds.feedblitz.com/~/264195088/0/alternet_all;student-dept;Alternet;;;
 To put the matter bluntly, two of them (along with the Federal Reserve) are likely to control our economy and financial system in the years to come.;http://feeds.feedblitz.com/~/265198206/0/alternet_all;student-dept;Alternet;;;
A lawsuit in the 1990s had Alabama poised to fund poor black school districts as fairly as wealthy white schools.;http://feeds.feedblitz.com/~/265900674/0/alternet_all;student-dept;Alternet;;;
Girls as young as six don’t think they are as smart as boys, according to a new study from Lin Bian, a psychologist at the University of Illinois. ;http://feeds.feedblitz.com/~/266497650/0/alternet_all;student-dept;Alternet;;;
The Kochs influenced hiring, designed classes and cut off graduate fellowships based on dissertation topics at Florida State University.;http://feeds.feedblitz.com/~/266874702/0/alternet_all;student-dept;Alternet;;;
Even before this weekend's judicial order, humanitarian groups had begun battling the effects of Trump's ban;http://feeds.feedblitz.com/~/268376400/0/alternet_all;student-dept;Alternet;;;
But what alarms many Democrats is a growing gap between their popular vote tallies and their political power. ;http://feeds.feedblitz.com/~/268455380/0/alternet_all;student-dept;Alternet;;;
Despite the insult DeVos represents to public education, her nomination did unite the organizations fighting against its privatization.;http://feeds.feedblitz.com/~/268455264/0/alternet_all;student-dept;Alternet;;;
One student senator abstained, according to the Jewish Telegraphic Agency.;http://feedproxy.google.com/~r/breitbart/~3/khI9Q7aZULQ/;student-dept;Breitbart;;;
Camryn Zelinger, 32, was arrested at Encore High School for the Arts in Riverside Monday on charges of suspicion of lewd or lascivious acts with a minor and annoying or molesting a child under 18 years of age;http://feedproxy.google.com/~r/breitbart/~3/OqRTSss-36c/;student-dept;Breitbart;;;
"American mass murderer Charles Whitman was “a good son, a top Boy Scout, an excellent Marine, an honor student, a hard worker, a loving husband, a fine scout master, a handsome man, a wonderful friend to all who knew him—and an expert sniper,"" the Austin American reported on Aug. 2, 1966.";http://feeds.feedblitz.com/~/270668830/0/alternet_all;student-dept;Alternet;;;
Indeed, it’s pretty hard to outdo Islamists and “progressives” when it comes to the hatred of Valentine’s Day.;http://feedproxy.google.com/~r/breitbart/~3/NJGFCenHrlo/;student-dept;Breitbart;;;
 The social fabric of decent living is imperiled.;http://feeds.feedblitz.com/~/270992440/0/alternet_all;student-dept;Alternet;;;
All of the GOP candidates have similarly embraced the idea that banks should operate without any regulation as well as the debunked notion that it was the government that somehow caused the financial crisis.;http://www.alternet.org/economy/paul-krugman-nasty-truth-trump-distracts-us#.VoKWHlkpYAY.twitter;student-dept;Alternet;;;
Yes, inequality is getting worse every year. In early 2016 Oxfam reported that just 62 individuals had the same wealth as the bottom half of humanity. ;http://feeds.feedblitz.com/~/273195036/0/alternet_all;student-dept;Alternet;;;
Donald Trump lies or talks loosely all the time about virtually everything, for a wide range of reasons. ;http://feeds.feedblitz.com/~/273195030/0/alternet_all;student-dept;Alternet;;;
"Despite working proudly for Republican and Democratic presidents, I reluctantly concluded that I cannot in good faith serve this administration as an intelligence professional,""";http://feeds.feedblitz.com/~/273348094/0/alternet_all;student-dept;Alternet;;;
Giant Wall Street banks continue to threaten the wellbeing of millions of Americans, but what to do?;http://www.alternet.org/economy/robert-reich-one-most-important-differences-between-bernie-sanders-and-hillary-clinton#.Vh1EoiOCK2s.twitter;student-dept;Alternet;;;
There was some drama, as one dark horse, South Bend mayor Pete Buttigieg, dropped out just before balloting began.;http://feeds.feedblitz.com/~/274885982/0/alternet_all;student-dept;Alternet;;;
survey that found 49.8 percent of students believe the government would forgive their student loans after graduation,;http://feedproxy.google.com/~r/breitbart/~3/JGIBVsJqQQE/;student-dept;Breitbart;;;
 a rabble-rousing senator from the nation’s second least populous state could wrest the Democratic presidential nomination from one of the most well-known politicians in recent history – is starting to seem plausible.;http://www.alternet.org/news-amp-politics/grassroots-movement-working-bernie-sanders-gains-clinton-machine?sc=tw;student-dept;Alternet;;;
;;;;;;
The Environmental Protection Agency is dramatically reducing the amount of U.S. waterways that get federal protection under the Clean Water Act ;http://feeds.feedblitz.com/~/276307784/0/alternet_all;student-dept;Alternet;;;
The government of Venezuela has little over $10 billion of foreign reserves cash.;http://feedproxy.google.com/~r/breitbart/~3/XK3Y_M_yPBY/;student-dept;Breitbart;;;
It also prevents “repeated, prolonged gatherings” of people, effectively preventing charities from setting up food distribution points which draw crowds.;http://feedproxy.google.com/~r/breitbart/~3/WNs5ynshJuc/;student-dept;Breitbart;;;
Bills are being introduced in state legislatures around the country in an attempt to curb the increasing restrictions being placed on political speech at state-funded campuses.;http://feedproxy.google.com/~r/breitbart/~3/x4fJqnpfDZs/;student-dept;Breitbart;;;
Donald Trump is being praised for a change in tone in his recent address to Congress, but his belligerent attitude toward public education hasn’t changed a bit.;http://feeds.feedblitz.com/~/278018354/0/alternet_all;student-dept;Alternet;;;
We have finally begun to fight back, together, as a massive force of Americans who refuse to let the theft continue.;http://feeds.feedblitz.com/~/278388994/0/alternet_all;student-dept;Alternet;;;
Treasury Secretary Steve Mnuchin is urging Congress to raise the U.S. debt ceiling “at the first opportunity.”;http://feedproxy.google.com/~r/breitbart/~3/Uu-1NhWVxhE/;student-dept;Breitbart;;;
“Stereotypes and bias take hold, normalizing bias in a community, which should be unacceptable. ;http://feedproxy.google.com/~r/breitbart/~3/ZO28T3KYjh4/;student-dept;Breitbart;;;
But it sounds like Texas State has little interest in protecting its students from anti-Semitism in the first place. ;http://feeds.feedblitz.com/~/279385156/0/alternet_all;student-dept;Alternet;;;
Donald Trump, liberals and leftists have been discussing how to best respond to American conservatism’s transformation from a shopworn, Cold War, anti-government philosophy into something else.;http://feeds.feedblitz.com/~/279489878/0/alternet_all;student-dept;Alternet;;;
The president has glorified violence and egged on a challenge to US institutions that left five dead. ;http://feeds.feedblitz.com/~/279489862/0/alternet_all;student-dept;Alternet;;;
President Trump described with pinpoint accuracy the sovereign state system of today. ;http://feeds.feedblitz.com/~/279786442/0/alternet_all;student-dept;Alternet;;;
The anti-Trump resistance is not like the Tea Party, to which it is frequently compared. It's much more serious, despite repeated denials in the mainstream media. ;http://feeds.feedblitz.com/~/279786432/0/alternet_all;student-dept;Alternet;;;
"New Jersey School Board officials are defending themselves in a discrimination lawsuit filed by a Palestinian-American teacher by rejecting the fact that her homeland even exists, claiming in court, ""Palestine is not a nation.""";http://feeds.feedblitz.com/~/280508594/0/alternet_all;student-dept;Alternet;;;
Political resistance mounted to the House Republican leadership’s Obamacare repeal legislation Tuesday, with 12 Republican senators criticizing elements of House Speaker Paul Ryan’s plan as too draconian;http://feeds.feedblitz.com/~/281023952/0/alternet_all;student-dept;Alternet;;;
The newly crowned “royals” at the university’s next homecoming event “can be any combination of any gender identity.”;http://feedproxy.google.com/~r/breitbart/~3/xaYigsvL1Ak/;student-dept;Breitbart;;;
But, despite the proclamations of adhering to the ban,  the school would still participate in NCAA tournaments in Kansas.;http://feedproxy.google.com/~r/breitbart/~3/aHihjxRxxDA/;student-dept;Breitbart;;;
